This is the first Osage dictionary in the modern orthography =)
Each Osage word is written in the Osage alphabet and in a Latin transliteration
Can't see the Osage on your device? Download a font: https://www.google.com/get/noto/#sans-osge
This was not possible without the help of many volunteers
Thanks to Jakub, Wojtek, Filippos, Jonás, Victor, Aaron, Tahsin, Hubert, Christopher, Santiago, Max, and Batyah
Special thanks to Craig, Mark, Michele, and Aino!
I hope that this project will help people learn Osage so that the language can be passed onto future generations
-Harris

a, an	𐓷𐓣͘, 𐓷𐓣͘𐓸𐓲𐓟	wį, wįxce
Kiowa (tribe or tribal member)	𐓬𐓘 𐓰𐓪𐓤𐓘, 𐓬𐓘𐓵𐓣͘	hpá tóohka, hpáðį
kiss	𐓣𐓯𐓣͘𐓤𐓘	ííšįka
kiss one's own	𐓣𐓤𐓣𐓯𐓲𐓣͘𐓤𐓘	ííkišcįka
kitchen	𐓪𐓡𐓪͘𐓲𐓣	oohǫ́hci
knead meat with the hand	𐓰𐓘𐓵𐓣́𐓣𐓰𐓘͘	htaaðíihtą
knead something with the hand	𐓵𐓣́𐓣𐓰𐓘͘	ðíihtą́
knee	𐓯𐓣͘𐓲𐓟	šį́įce
knee joint	𐓻𐓟𐓤𐓘 𐓪𐓤𐓣𐓲𐓟	žeká óhkiche
kneecap	𐓯𐓣𐓵𐓪͘𐓲𐓟	šiðǫ́ce
knife	𐓨𐓘͘𐓡𐓣͘	mą́ąhį
knock someone in the head	𐓰𐓘𐓯𐓟𐓵𐓟	taašéðe
knock someone out	𐓤𐓘𐓧𐓪͘𐓵𐓣͘, 𐓤𐓘𐓩𐓣𐓟𐓻𐓣, 𐓤𐓘𐓮𐓘𐓤𐓣	kaalǫ́ðį, kaaníeži, káasaaki
knot: tie a ~	𐓘𐓤𐓘𐓯𐓤𐓟	ákaške
know (e.g., a fact, the answer to a question)	𐓣𐓬𐓘𐓡𐓪͘	ípahǫ
know as a person, know someone as	𐓣𐓬𐓘𐓡𐓪͘	ípahǫ
know for oneself	𐓤𐓣𐓬𐓣𐓪͘	hkihpíǫ
know how: not ~ (to)	𐓤𐓪͘𐓻𐓣͘𐓤𐓘	kǫ́žįka
know how to do something	𐓬𐓣𐓪͘	hpíǫ
labor: be in, labor (during childbirth)	𐓷𐓘𐓩𐓣𐓟	waníe
lack, be lacking	𐓵𐓣͘𐓤𐓟	ðįké
lack strength	𐓷𐓘𐓯𐓤𐓘͘𐓵𐓣͘𐓤𐓟	waašką́ðįké
lacking: be ~	𐓩𐓣𐓵𐓟	níðe
ladle	𐓲𐓶 𐓡𐓘𐓬𐓘,𐓩𐓣𐓵𐓘𐓰𐓘͘	hcú hápa,níiðaahtą
lame	𐓷𐓘𐓤𐓶𐓲'𐓘	wahkúcˀa
lamp	𐓘𐓰𐓘𐓤𐓘͘	átahką
land	𐓨𐓘͘𐓻𐓘͘	mą́žą
language	𐓣𐓟	íe
languid	𐓸𐓬𐓟	xpe
lap (part of the body)	𐓷𐓟𐓰𐓘𐓡𐓘	wéetaha
lard	𐓤𐓪𐓤𐓪𐓮𐓘 𐓷𐓟𐓧𐓣, 𐓷𐓟𐓧𐓣	hkohkósa wéli, wéli
large	𐓰𐓘͘, 𐓰𐓘͘𐓤𐓘, 𐓧𐓘͘𐓵𐓟	htą́ą, htą́ka, lą́ąðe
large: exceedingly ~	𐓧𐓘͘𐓵𐓟 𐓷𐓘𐓧𐓣͘	lą́ąðe wálį
large: very ~	𐓧𐓘͘𐓵𐓟𐓰𐓘͘	lą́ąðehtą
large amount	𐓡𐓶𐓰𐓘͘𐓤𐓘	huuhtą́ka
large number of	𐓡𐓶𐓰𐓘͘𐓤𐓘, 𐓡𐓶𐓷𐓘𐓧𐓣	huuhtą́ka, huuwáli
large quantities: in ~	𐓜𐓪𐓤𐓘	bróka
last (adjective)	𐓡𐓘𐓮𐓣, 𐓡𐓘𐓯𐓣𐓰𐓘, 𐓪𐓵𐓪𐓡𐓘𐓤𐓟, 𐓬𐓘𐓵𐓣𐓰𐓘	haásí, haašíhta, oðóhake, paðíhta
last: the one before ~	𐓤𐓪𐓰𐓘𐓡𐓘	kootáha
last (the most recent)	𐓲𐓟	ce
last day	𐓡𐓘͘𐓬𐓘 𐓪𐓵𐓪𐓡𐓘𐓤𐓟	hą́ąpa oðóhake
last evening	𐓬𐓘𐓺𐓟𐓲𐓟	hpázece
last night	𐓡𐓘͘𐓲𐓟	hą́ące
last summer	𐓰𐓪𐓤𐓟𐓲𐓟	tookéce
late	𐓷𐓘𐓮𐓲𐓶𐓲𐓟	wascúuce
late: always ~	𐓪𐓤𐓸𐓘͘𐓻𐓣	ókxąži
late afternoon	𐓨𐓣́͘𐓣͘𐓬𐓘𐓬𐓪	mį́įhpapo
laugh, laugh at	𐓣𐓸𐓘	íixa
laugh: cause folks to ~	𐓣𐓸𐓘𐓟𐓷𐓘𐓵𐓟	íixaéewaðe
laughable: be ~	𐓣𐓸𐓘𐓟𐓷𐓘𐓵𐓟	íixaéewaðe
laughing stock	𐓣𐓸𐓘𐓟𐓷𐓘𐓵𐓟	iixaéewaðe
launder	𐓵𐓣𐓯𐓤𐓣	ðiiškí
laundry: do ~	𐓷𐓘𐓵𐓣́𐓣𐓯𐓤𐓣	waðíiškí
laundry: do ~ for oneself	𐓤𐓣𐓧𐓣́𐓣𐓯𐓤𐓣	hkilíiškí
laundry (clothes to wash)	𐓷𐓘𐓵𐓣́𐓣𐓯𐓤𐓣	waðíiškí
laundry (place), laundry house	𐓷𐓘𐓵𐓣́𐓣𐓯𐓤𐓣𐓲𐓣	waðíiškíhci
law	𐓪𐓷𐓘𐓵𐓘𐓲𐓟, 𐓷𐓘𐓤𐓣𐓧𐓘𐓲𐓟	ówaðaace, wahkílaace
law enforcement	𐓘𐓤𐓣𐓰𐓘	áhkita
lawmaker	𐓤𐓣𐓮𐓰𐓪 𐓪𐓨𐓘͘𐓵𐓣͘, 𐓷𐓘𐓤𐓣𐓧𐓘𐓲𐓟 𐓤𐓘𐓹𐓟	hkiistó omąðį, wahkílaace káaɣe
lawn	𐓪𐓯𐓰𐓘	oštá
laws: make ~ (as in Congress)	𐓷𐓘𐓤𐓣𐓧𐓘𐓲𐓟 𐓤𐓘𐓹𐓟	wahkílaace káaɣe
lawyer	𐓷𐓘́𐓤𐓟	wáhke
lay (have sex with)	𐓘𐓵𐓣͘𐓘𐓻𐓘͘, 𐓲𐓶𐓟	aðį́ažą, chúe
lay into	𐓤'𐓪͘𐓡𐓟	kˀǫ́he
laziness	𐓪𐓵𐓶𐓲'𐓘𐓤𐓟	oðúucˀake
lazy	𐓪𐓵𐓶𐓲'𐓘𐓤𐓟	oðúucˀake
lazy: be ~	𐓪́𐓵𐓶𐓲'𐓘𐓤𐓟	óðuucˀake
lead (in a card game)	𐓵𐓟 𐓤𐓘𐓹𐓟	ðée káaɣe
lead (metal)	𐓨𐓘͘𐓺𐓟	mą́ze
lead a life	𐓪𐓩𐓣𐓤𐓘𐓯𐓣𐓤𐓘	ónihkašika
leaf	𐓻𐓘͘𐓬𐓟	žąąpé
lean	𐓜𐓟𐓤𐓘	bréhka
lean (used to describe a person or animal)	𐓧𐓘𐓻𐓣͘	lažį́į
lean up against	𐓘𐓤𐓸𐓘͘, 𐓘𐓵𐓣𐓤𐓸𐓘͘	áakxą, áðiikxą
learn	𐓬𐓣𐓪͘, 𐓷𐓘𐓵𐓣𐓧𐓘͘𐓰𐓘͘, 𐓷𐓘𐓬𐓣𐓪͘	hpíǫ, waðíląhtąą, wahpíǫ
learn for oneself	𐓤𐓣𐓬𐓣𐓪͘	hkihpíǫ
learn how to do something	𐓷𐓘𐓬𐓣𐓪͘	wahpíǫ
learned: be~	𐓷𐓘𐓧𐓟𐓺𐓟 𐓬𐓣𐓪͘	waléze hpíǫ
learning	𐓷𐓘𐓧𐓟𐓺𐓟𐓘𐓲𐓟	walézeáace
lease money	𐓷𐓘̨́𐓺𐓟𐓮𐓤𐓘 𐓪𐓵𐓣𐓰𐓘͘, 𐓪𐓵𐓪𐓰𐓘͘ 𐓨𐓘͘𐓺𐓟𐓮𐓤𐓘, 𐓪𐓰𐓘 𐓨𐓘͘𐓺𐓟𐓮𐓤𐓘	wą́zeska oðitą, oðótą mą́zeska, ootá mą́zeska
leasing of land	𐓨𐓘͘𐓻𐓘͘ 𐓪𐓰𐓘	mą́žą óota
leastways	𐓩𐓘𐓯𐓪͘	našǫ
leave (as leftovers)	𐓪𐓯𐓲𐓟	ošcé
leave (depart)	𐓘𐓵𐓟	aðée
leave (e.g., a crowd leaving after a dance or other public gatherings)	𐓪𐓤𐓘𐓜𐓘	okábra
leave (someone)	𐓤𐓣𐓤𐓪𐓬𐓯𐓟	kíhkoopše
leave alone	𐓯𐓪͘𐓣͘𐓤𐓯𐓟𐓵𐓟	šǫ́įkšeðe
leave alone (a sitting person or thing), leave it alone	𐓯𐓪͘𐓣͘𐓤𐓯𐓟𐓵𐓟	šǫ́įkšeðe
leave alone! (command)	𐓯𐓪 𐓵𐓣𐓟	šo ðíe
leave alone without bothering, touching, or otherwise disturbing	𐓯𐓪̨́𐓲𐓟𐓵𐓟	šǫ́cheðé
leave be! (command)	𐓯𐓪 𐓵𐓣𐓟	šo ðíe
leave behind	𐓘𐓧𐓵𐓵𐓣͘, 𐓪͘𐓵𐓟	áalððį, ǫ́ǫðe
leave it alone	𐓤𐓘𐓮́𐓪͘𐓟 𐓲𐓟	kaaśǫ́e che
leave it/him/her (lying down) alone! (command)	𐓯𐓪͘𐓤𐓮́𐓟𐓵𐓟	šǫ́kśeðe
leave someone	𐓪͘𐓵𐓘	ǫ́ǫða
leave someone barely alive	𐓰𐓪𐓩𐓣𐓵𐓟	toníðe
leaves	𐓻𐓘͘𐓬𐓟	žą́ąpe
leaves or leaflike layers: having ~	𐓸𐓘𐓸𐓘	xáxa
left, lefthand	𐓵𐓘𐓰𐓘	ðáhta
left over be ~	𐓪𐓯𐓲𐓟	ošcé
leftover	𐓵𐓘𐓲'𐓘𐓤𐓟, 𐓪𐓯𐓲𐓟 𐓲𐓟	ðaacˀáke, ošcé che
leftover amount	𐓪𐓯𐓲𐓟	ošcé
leftovers (scattered around)	𐓪𐓯𐓲𐓟 𐓤𐓟	ošcé ke
leftward	𐓵𐓘𐓰𐓘	ðáhta
leg	𐓻𐓟𐓤𐓘	žeká
leg (e.g., of spider)	𐓡𐓶	hú
legal proceeding	𐓘𐓤𐓣𐓮𐓰𐓪	áhkiisto
legend	𐓪𐓵𐓘𐓤𐓟	óðaake
leggings	𐓡𐓣͘𐓪͘𐓤𐓟	hį́įǫke
legislate	𐓷𐓘𐓤𐓣𐓧𐓘𐓲𐓟 𐓤𐓘𐓹𐓟	wahkílaace káaɣe
legislator	𐓤𐓣𐓮𐓰𐓪 𐓪𐓨𐓘͘𐓵𐓣͘	hkiistó omąðį
lemon	𐓤𐓘͘𐓲𐓟 𐓺𐓣 𐓲'𐓘𐓵𐓟	hką́ące zi cˀáaðe
lend	𐓪𐓤'𐓶	okˀú
leprechaun	𐓨𐓣𐓘𐓧𐓪͘𐓯𐓤𐓘	míalǫška
lesbian	𐓨𐓣𐓸𐓪𐓤𐓟	míixóke
less than full amount	𐓪𐓡𐓟𐓬𐓟	ohépe
lessen	𐓲̌𐓪𐓬𐓘 𐓟𐓤𐓪͘ 𐓤𐓘𐓹𐓟	čóopa ekǫ́ káaɣe
let, let's (see injunctive markers)		
let go	𐓵𐓟 𐓤𐓘𐓹𐓟	ðée káaɣe
let it alone, let it be, let it sit	𐓤𐓘𐓯𐓪͘𐓟 𐓲𐓟	kaašǫ́e che
let someone be	𐓯𐓪͘𐓣͘𐓤𐓯𐓟𐓵𐓟	šǫ́įkšeðe
let someone do something	𐓤𐓯𐓣𐓵𐓟	kšíðe
let slip (as a comment), let slip away	𐓵𐓣𐓤𐓯𐓣͘𐓲𐓟	ðikšį́ce
letter	𐓪𐓵𐓘𐓤𐓟 𐓷𐓘𐓧𐓟𐓺𐓟, 𐓷𐓘𐓧𐓟𐓺𐓟	óðaake waléze, wáleze
lettuce	𐓬𐓟𐓻𐓟𐓰𐓪𐓡𐓪	hpéžehtoho
level (adjective)	𐓮𐓰𐓘𐓤𐓪	stáko
liar	𐓣𐓸𐓪𐓬𐓟𐓯𐓰𐓘͘	íxopeštą́
Liatris punctata (grayfeather, blazing star)	𐓨𐓘͘𐓤𐓘 𐓮𐓘𐓤𐓣	mąhká saakí
lice	𐓡𐓟	hée
lick (verb)	𐓵𐓘𐓯𐓰𐓘𐓬𐓟	ðaaštápe
lick (n, v)	𐓣𐓸𐓪𐓬𐓟	íxope
lie abed	𐓪𐓻𐓘͘	óžą
lie down	𐓘𐓻𐓘͘, 𐓪𐓻𐓘͘	ážą, óžą
lie down against	𐓘𐓵𐓣𐓤𐓸𐓘͘	áðiikxą
lie down, as to sleep or rest	𐓘𐓤𐓸𐓘͘	áakxą
lie down in	𐓪𐓻𐓘͘	óžą
lie down to sleep	𐓻𐓘͘	žą́ą
lie to	𐓨𐓘͘𐓹𐓣𐓵𐓟	mąɣíðe
lie up against	𐓘𐓤𐓸𐓘͘	áakxą
life	𐓪𐓩𐓣𐓤𐓘𐓯𐓣𐓟	oníhkašie
life: lead or live a ~	𐓪́𐓩𐓣𐓤𐓘𐓯𐓣𐓤𐓘	ónihkašika
life: live this~	𐓨𐓘͘𐓻𐓘͘ 𐓵𐓟 𐓪𐓨𐓘͘𐓵𐓣͘	mą́žą ðé ómąðį
lift (verb)	𐓵𐓶𐓲𐓟𐓬𐓟, 𐓵𐓶𐓨𐓘𐓵𐓘, 𐓵𐓶𐓨𐓘͘𐓯𐓣, 𐓬𐓘𐓨𐓘͘𐓯𐓣	ðuhcépe, ðumáða, ðuumą́ši, paamą́ši
lift off	𐓵𐓶𐓸𐓬𐓘𐓷𐓣	ðuxpáwi
lift someone or something	𐓵𐓣𐓡𐓘͘	ðiihą́
light (noun)	𐓘𐓰𐓘𐓤𐓘͘	átahką
light in color	𐓹𐓣͘	ɣį
light weight	𐓡𐓘𐓡𐓘 [LFÐ]	háha [LFÐ]
lighten	𐓵𐓶𐓡𐓟𐓬𐓟	ðuuhepe
lighter (noun)	𐓵𐓶𐓡𐓟𐓬𐓟𐓲𐓟	ðuuhepéece
lightning	𐓧𐓪͘ 𐓷𐓘𐓧𐓟𐓺𐓟, 𐓩𐓣𐓪͘𐓬𐓘𐓬𐓘	lǫ́ǫ waléze, níǫpapa
lightning: forked ~	𐓵𐓣𐓧𐓟𐓧𐓟𐓺𐓟	ðiléleze
lightning: grandmother ~	𐓣𐓤𐓪 𐓧𐓪͘	iihkó lǫ́ǫ
lightning strike(s)	𐓤𐓘𐓧𐓣͘	kaalį́
likable	𐓪𐓤'𐓘͘ 𐓵𐓘𐓧𐓣͘	ókˀą ðaalį
like (verb)	𐓤𐓣𐓵𐓘𐓧𐓣͘, 𐓤𐓣𐓡𐓪͘, 𐓤𐓣𐓺𐓪	kiðálį, kíhǫǫ, kízo
like: act ~	𐓣𐓤𐓪͘𐓮𐓤𐓘𐓤𐓣𐓵𐓟, 𐓪𐓤'𐓘͘	íkǫskahkíðe, ókˀą
like (similar to)	𐓤𐓪͘𐓺𐓟𐓤𐓪͘	kǫzékǫ
like each other (resembling each other)	𐓤𐓪͘𐓺𐓟𐓤𐓣𐓤𐓪͘	kǫzéhkihkǫ
like that or this	𐓟𐓤𐓪͘	ékǫ
limb of a tree	𐓤𐓘𐓸𐓘	káxa
limb of a tree: broken ~	𐓻𐓘͘𐓤𐓘𐓸𐓪͘	žą́ąkaaxǫ́
limbs of a tree or bush: small ~	𐓻𐓘͘𐓻𐓣͘, 𐓻𐓘͘𐓸𐓟𐓻𐓣͘	žą́ąžį, žą́ąxežį
line (fishing line)	𐓡𐓪𐓣𐓺𐓟	hóize
lined (having lines)	𐓧𐓟𐓺𐓟	léze
lion	𐓨𐓣𐓲𐓪	michó
lip: broken or split ~	𐓣𐓡𐓘 𐓻𐓘𐓰𐓘	íhaa žáhta
liquid	𐓩𐓣	níi
liquid medicine	𐓨𐓘͘𐓤𐓘 𐓪𐓵𐓘𐓰𐓘͘ 𐓟𐓩𐓘͘	mąhká oðáahtą eeną́
liquor	𐓬𐓟𐓲𐓟𐓩𐓣	hpéecenii
liquor store	𐓬𐓟𐓲𐓟𐓩𐓣𐓲𐓣	hpéeceniihci
listen, listen to	𐓘𐓩𐓘͘𐓤'𐓪͘	ánąkˀǫ
louse (noun).	𐓡𐓟	hée
love (verb).	𐓵𐓘ę𐓘͘𐓲𐓟𐓣𐓤𐓣, 𐓤𐓣𐓵𐓘𐓧𐓣͘, 𐓤𐓣𐓡𐓪͘	ðáęąceíki, kiðálį, kíhǫǫ
love one's own.	𐓤𐓣𐓪𐓸𐓰𐓘	kíoxta
loved.	𐓪𐓸𐓰𐓘	óxta
lower by pulling (e.g., a window shade).	𐓵𐓶𐓡𐓶𐓲𐓟	ðuuhúuce
lowland.	𐓪𐓺́𐓪	oźo
lukewarm	𐓯𐓰𐓘𐓤𐓟	štáke
lulu.	𐓵𐓘𐓺𐓪, 𐓷𐓘𐓵𐓘𐓺𐓪	ðaazó, waðáazo
lumbago	𐓷𐓘𐓡𐓶𐓩𐓣	wahúni
lumber.	𐓻𐓘͘𐓘	žą́a
lunch.	𐓨𐓣͘𐓵𐓪𐓰𐓘 𐓷𐓘𐓩𐓪͘𐓜𐓟, 𐓪𐓵𐓘𐓯𐓲𐓟	mįįðóhta wanǫ́bre, oðaašce
lung.	𐓵𐓪͘𐓹𐓶	ðǫ́ɣu
lying down (position). (see continuative aspect markets; positional articles)	
macaw	𐓷𐓘𐓻𐓣͘𐓤𐓘𐓣𐓟	wažį́kaíe
machine or machinery.	𐓷𐓟𐓤𐓣𐓤'𐓪͘	wéhkikˀǫ
mad (angry).	𐓧𐓘͘, 𐓷𐓘𐓻𐓣͘ 𐓬𐓣𐓻𐓣	lą́, wažį́ hpíiži
mad (angry): be ~.	𐓪𐓤𐓣𐓻𐓣͘	ohkížį
mad (angry): become or get ~.	𐓪𐓻𐓣͘ 𐓬𐓣𐓻𐓣	óžį hpíiži
mad (angry): feel at someone	𐓤𐓣𐓻𐓣͘, 𐓪𐓤𐓣𐓻𐓣͘	hkížį, ohkížį
magazine.	𐓪𐓵𐓘𐓤𐓟 𐓷𐓘𐓧𐓟𐓺𐓟	óðaake wáléze
maiden.	𐓤𐓘𐓻𐓘͘𐓮𐓣	kažą́si
mail (verb).	𐓵𐓟𐓵𐓟, 𐓵𐓟 𐓤𐓘𐓹𐓟	ðéeðe, ðée káaɣe
mail to another person.	𐓵𐓟𐓤𐓯𐓣𐓵𐓟	ðeekšíðe
make.	𐓤𐓘𐓹𐓟	káaɣe
make (someone do something or be a certain way).	𐓤𐓘𐓹𐓟	káaɣe
make (someone do something or be a certain way).	𐓤𐓘𐓹𐓟, 𐓤𐓘𐓻𐓣	káaɣe, kaaži
make (up) for oneself (e.g., one's bed).	𐓤𐓣𐓤𐓘𐓟𐓹𐓟	hkihkáeɣe
make a crowd.	𐓷𐓟𐓡𐓶, 𐓷𐓟𐓡𐓶𐓤𐓪͘𐓣͘	wéhuu, wéhuukǫ́į
make a fist.	𐓵𐓣𐓮𐓤𐓣𐓤𐓟, 𐓯𐓘𐓤𐓟𐓵𐓣𐓮𐓤𐓣𐓤𐓟	ðiiskíke, šáakeðíiskike
make a hole.	𐓪𐓤𐓘𐓤𐓵𐓪͘	okákðǫ
make a home.	𐓲𐓣𐓧𐓟	hcíle
make a joke of something	𐓣𐓸𐓘𐓟𐓷𐓘𐓵𐓟	íixaéewaðe
make a phone call	𐓨𐓘͘𐓺𐓟𐓣𐓟 𐓡𐓣𐓵𐓟	mą́zeie híðe
make a recording with an audio device	𐓣𐓟 𐓵𐓶𐓺𐓟	íe ðuuzé
make a talk or speech	𐓣𐓟	íe
make an effort	𐓷𐓘𐓯𐓤𐓘͘, 𐓣𐓤'𐓶𐓲𐓟	waašką́, ikˀuce
make bald or bare	𐓵𐓶𐓯𐓰𐓘, 𐓵𐓶𐓯𐓰𐓘𐓯𐓰𐓘𐓣	ðuuštá, ðuuštáštai
make believe (verb).	𐓤𐓪͘𐓺𐓟 [JOD, LFD]	kǫzé [JOD, LFD]
make-believe.	𐓟𐓤̨𐓪𐓮𐓤𐓘 𐓡𐓘	ék̨oska ha
make camp.	𐓘𐓲𐓣, 𐓲𐓣	ahcí, hcí
make change, make a change.	𐓣𐓤𐓣𐓤𐓘𐓷𐓣͘ 𐓤𐓘𐓹𐓟	íhkihkawį káaɣe
make curly	𐓵𐓶𐓤𐓣𐓤𐓣͘	ðuuhkíhkį
make dear.	𐓪𐓸𐓰𐓘𐓤𐓣𐓵𐓟	óxtakiðe
make die.	𐓲'𐓟𐓵𐓟	cˀéðe
make equal to.	𐓣𐓤𐓪͘𐓮𐓤𐓘𐓤𐓣𐓵𐓟	íkǫskahkíðe
make faces.	𐓣͘𐓲𐓟 𐓵𐓶𐓬𐓣𐓻𐓣	įcé ðuuhpíiži
make folks want to, make one want to	𐓤𐓪𐓵𐓘𐓷𐓘𐓵𐓟	kóðawaðe
make for someone	𐓣𐓤𐓣𐓤𐓘𐓹𐓟	íkikaaɣe
make for someone (e.g., food or a bed)	𐓤𐓯𐓣𐓹𐓟	kšíɣe
make forked.	𐓬𐓘𐓻𐓘𐓰𐓘	pážahta
make friends with each other.	𐓵𐓪𐓰𐓘𐓤𐓣𐓵𐓟	ðótahkiðe
make from.	𐓷𐓟𐓤𐓘𐓹𐓟	wékaaɣe
make fun of someone	𐓷𐓘𐓡𐓪𐓰𐓘	wahóta
make go/	𐓵𐓟𐓵𐓟	ðéeðe
make go where you are.	𐓯𐓪𐓵𐓟 𐓤𐓘𐓹𐓟	šoðée káaɣe
make good.	𐓵𐓶𐓵𐓘𐓧𐓣͘	ðuðáalį
make it (in a card game).	𐓤𐓘𐓹𐓟	káaɣe
make it anyway.	𐓪𐓵𐓘͘𐓻𐓣	óðąži
make it slow.	𐓧𐓶𐓻𐓣𐓤𐓣𐓵𐓟	lúžihkiðe
make laws (as in Congress)	𐓷𐓘𐓤𐓣̌𐓧𐓘𐓲𐓟 𐓤𐓘𐓹𐓟	wahkí̌laace káaɣe
make lie down or be in bed, have another in bed.	𐓵𐓣𐓻𐓘͘	ðížąą
make lighter.	𐓵𐓶𐓡𐓟𐓬𐓟	ðuuhépe
make no more (of).	𐓤𐓘𐓤𐓪𐓩𐓘͘ 𐓤𐓘𐓹𐓟	kaakóną káaɣe
make one look or appear a certain ay.	𐓰𐓪͘𐓬𐓟𐓷𐓘𐓵𐓟	tǫ́pewaðe
make one's best effort.	𐓣𐓤'𐓶𐓲𐓟	íkˀuce
make one's mark upon something	𐓬𐓘𐓧𐓟𐓺𐓟	páaleze
make oneself (to be or do).	𐓤𐓣𐓵𐓟	hkíðe
make oneself comfortable	𐓤𐓣𐓤'𐓘𐓺𐓟	hkikˀáze
make oneself full.	𐓷𐓟𐓩𐓘͘𐓲𐓟𐓤𐓣𐓵𐓟	wéenącehkiðe
make oneself important.	𐓪𐓸𐓰𐓘𐓤𐓣𐓵𐓟	óxtahkiðe
make oneself ready, make yourself ready	𐓡𐓘𐓡𐓘𐓤𐓣𐓟	háhahkie
make oneself right and respectful	𐓪𐓸𐓰𐓘𐓤𐓣𐓵𐓟	óxtahkiðe
make oneself straight.	𐓪𐓵𐓪𐓰𐓘͘𐓤𐓣𐓵𐓟	óðohtąhkiðe
make out of.	𐓣𐓤𐓘𐓹𐓟	íkaaɣe
make over.	𐓤𐓣𐓤𐓘𐓹𐓟	kíkaaɣe
make plain or distinct	𐓷𐓘𐓵𐓘𐓮𐓤𐓘	wáðaaska
make round.	𐓵𐓶𐓰𐓘𐓬𐓘	ðuutáahpa
make sick.	𐓡𐓶𐓡𐓟𐓤𐓘 𐓤𐓘𐓹𐓟	húheka káaɣe
make slower.	𐓧𐓶𐓻𐓣 𐓤𐓘𐓹𐓟	lúži káaɣe
make someone do something	𐓘𐓤𐓘𐓻𐓣, 𐓤𐓘𐓻𐓣	ákaaži, kaaži
make someone hurry	𐓷𐓘𐓡𐓣𐓲𐓟	wáhice
make someone nervous	𐓬𐓘𐓧𐓪͘𐓵𐓣͘	páalǫðį
make someone put on an article of clothing.	𐓣͘𐓤𐓯𐓣𐓵𐓟	įkšíðe
make someone successful	𐓵𐓘𐓧𐓣͘ 𐓤𐓯𐓣𐓵𐓟	ðáalį kšíðe
make special.	𐓪𐓸𐓰𐓘𐓵𐓟, 𐓪𐓸𐓰𐓘𐓤𐓣𐓵𐓟	óxtaðe, óxtakiðe
make something bad.	𐓵𐓶𐓬𐓣𐓻𐓣	ðuhpíiži
make something go to another person.	𐓵𐓟𐓤𐓯𐓣𐓵𐓟	ðeekšíðe
make things plain (e.g., words or lines on a paper, borders on land).	𐓷𐓘𐓵𐓶𐓮𐓤𐓘wáðuuska
make trouble ~ for someone	𐓪𐓷𐓪͘ 𐓤𐓘𐓹𐓟	ówǫ káaɣe
make up (apply makeup).	𐓣͘𐓲𐓟 𐓤𐓘𐓹𐓟	įcé káaɣe
make up one's mind.	𐓷𐓘𐓵𐓣𐓧𐓘͘ 𐓤𐓣𐓤𐓘𐓹𐓟, 𐓷𐓘𐓵𐓣𐓧𐓘͘ 𐓤𐓘𐓹𐓟	waðílą hkihkáaɣe, waðilą káaɣe
make using.	𐓷𐓟𐓤𐓘𐓹𐓟	wékaaɣe
makeup.	𐓤𐓣𐓤'𐓪͘	kikˀǫ́
makeup: apply ~.	𐓣͘𐓲𐓟 𐓤𐓘𐓹𐓟	įcé káaɣe
male.	𐓰𐓪𐓤𐓘	tooká
male child.	𐓯𐓣͘𐓰𐓪𐓻𐓣͘	šį́tožį
males: be without ~ (said of a family with all girls).	𐓰𐓪𐓤𐓘 𐓵𐓣͘𐓤𐓟	tooká ðįké
male singers at a dance.	𐓸𐓪𐓤𐓘	xóhka
malicious false gossip.	𐓣𐓟 𐓪𐓤𐓘𐓹𐓠𐓤𐓟	íe okaaɣéįke
malign.	𐓵𐓘𐓻𐓪𐓻𐓣	ðaažóži
mallard duck.	𐓬𐓘𐓡𐓣𐓰𐓪	hpáhiihto
malodorous.	𐓹𐓫	ɣoį́
man.	𐓩𐓣𐓤𐓘, 𐓩𐓣𐓤𐓘𐓯𐓣𐓟	níhka, níhkašie
man: eldery ~.	𐓲'𐓘𐓣𐓻𐓣͘	cˀáižį
manacle.	𐓬𐓘𐓸𐓲𐓟	paaxcé
manage.	𐓵𐓶𐓲𐓟𐓬𐓟	ðuhcépe
manage (e.g., an event).	𐓪𐓵𐓪𐓵𐓟	oðóðe
mandible.	𐓵𐓟𐓬𐓘	ðéepa
mane.	𐓬𐓘𐓸𐓣̨́𐓣͘	hpaxį́į
maneuvers: hold military ~.	𐓘𐓤𐓣𐓰𐓘 𐓪𐓤'𐓘͘	áhkita okˀą
mangy.	𐓲𐓶𐓸𐓟	hcúxe
manner: in this ~.	𐓤𐓘𐓤𐓪͘	kaakǫ́
manners: having no ~.	𐓪𐓤'𐓘͘ 𐓬𐓣𐓻𐓣	okˀą hpíiži
mantle.	𐓘𐓤𐓘𐓡𐓘𐓨𐓣͘, 𐓨𐓪͘𐓤𐓘𐓬𐓪	ákahamį, mǫkápo
many.	𐓡𐓶𐓰𐓘͘𐓤𐓘, 𐓡𐓶𐓷𐓘𐓧𐓣	huuhtą́ka, huuwáli
many: be ~.	𐓪𐓲𐓣, 𐓪𐓯𐓟𐓲𐓣𐓵𐓟	ochí, óšechiðe
many people.	𐓡𐓶𐓤𐓪͘𐓵𐓘	huukǫ́ða
many things.	𐓰𐓘𐓰𐓘͘ 𐓪𐓲𐓣	táatą ochí
