Note: This is the same as the other Osage dictionary on file, but with indications of tone, vowel-length and aspiration/preaspiration.

a, an	𐓷𐓣͘, 𐓷𐓣͘𐓸𐓲𐓟	wį, wįxce
magazine.	𐓪́𐓵𐓘̄𐓤𐓟 𐓷𐓘́𐓧𐓟́𐓺𐓟	óðaake wáléze
maiden.	𐓤𐓘𐓻𐓘́͘𐓮𐓣	kažą́si
mail (verb).	𐓵𐓟̋𐓵𐓟, 𐓵𐓟̋ 𐓤𐓘̋𐓹𐓟	ðéeðe, ðée káaɣe
mail to another person.	𐓵𐓟̄𐓤š𐓣́𐓵𐓟	ðeekšíðe
make.	𐓤𐓘̋𐓹𐓟	káaɣe
make (someone do something or be a certain way).	𐓤𐓘̋𐓹𐓟	káaɣe
make (someone do something or be a certain way).	𐓤𐓘̋𐓹𐓟, 𐓤𐓘̄𐓻𐓣	káaɣe, kaaži
make (up) for oneself (e.g., one's bed).	𐓥𐓣𐓥𐓘́𐓟𐓹𐓟	hkihkáeɣe
make a crowd.	𐓷𐓟́𐓡𐓶̄, 𐓷𐓟́𐓡𐓶̄𐓤𐓪́͘𐓣͘	wéhuu, wéhuukǫ́į
make a fist.	𐓵𐓣̄𐓮𐓤𐓣́𐓤𐓟, š𐓘̋𐓤𐓟𐓵𐓣̋𐓮𐓤𐓣𐓤𐓟	ðiiskíke, šáakeðíiskike
make a hole.	𐓪𐓤𐓘́𐓤𐓵𐓪͘	okákðǫ
make a home.	𐓳𐓣́𐓧𐓟	hcíle
make a joke of something	𐓣̋𐓸𐓘𐓟̋𐓷𐓘𐓵𐓟	íixaéewaðe
make a phone call	𐓨𐓘́͘𐓺𐓟𐓣𐓟 𐓡𐓣́𐓵𐓟	mą́zeie híðe
make a recording with an audio device	𐓣́𐓟 𐓵𐓶̄𐓺𐓟́	íe ðuuzé
make a talk or speech	𐓣́𐓟	íe
make an effort	𐓷𐓘̄š𐓤𐓘́͘, 𐓣𐓤'𐓶𐓲𐓟	waašką́, ikˀuce
make bald or bare	𐓵𐓶̄š𐓰𐓘́, 𐓵𐓶̄š𐓰𐓘́š𐓰𐓘𐓣	ðuuštá, ðuuštáštai
make believe (verb).	𐓤𐓪͘𐓺𐓟́ [JOD, LFD]	kǫzé [JOD, LFD]
make-believe.	𐓟́𐓤̨𐓪𐓮𐓤𐓘 𐓡𐓘	ék̨oska ha
make camp.	𐓘𐓳𐓣́, 𐓳𐓣́	ahcí, hcí
make change, make a change.	𐓣́𐓥𐓣𐓥𐓘𐓷𐓣͘ 𐓤𐓘̋𐓹𐓟	íhkihkawį káaɣe
make curly	𐓵𐓶̄𐓥𐓣́𐓥𐓣͘	ðuuhkíhkį
make dear.	𐓪́𐓸𐓰𐓘𐓤𐓣𐓵𐓟	óxtakiðe
make die.	𐓲'𐓟́𐓵𐓟	cˀéðe
make equal to.	𐓣́𐓤𐓪͘𐓮𐓤𐓘𐓥𐓣́𐓵𐓟	íkǫskahkíðe
make faces.	𐓣͘𐓲𐓟́ 𐓵𐓶̄𐓭𐓣̋𐓻𐓣	įcé ðuuhpíiži
make folks want to, make one want to	𐓤𐓪́𐓵𐓘𐓷𐓘𐓵𐓟	kóðawaðe
make for someone	𐓣́𐓤𐓣𐓤𐓘̄𐓹𐓟	íkikaaɣe
make for someone (e.g., food or a bed)	𐓤š𐓣́𐓹𐓟	kšíɣe
make forked.	𐓬𐓘́𐓻𐓘𐓱𐓘	pážahta
make friends with each other.	𐓵𐓪́𐓰𐓘𐓥𐓣𐓵𐓟	ðótahkiðe
make from.	𐓷𐓟́𐓤𐓘̄𐓹𐓟	wékaaɣe
make fun of someone	𐓷𐓘𐓡𐓪́𐓰𐓘	wahóta
make go/	𐓵𐓟̋𐓵𐓟	ðéeðe
make go where you are.	š𐓪𐓵𐓟̋ 𐓤𐓘̋𐓹𐓟	šoðée káaɣe
make good.	𐓵𐓶𐓵𐓘̋𐓧𐓣͘	ðuðáalį
make it (in a card game).	𐓤𐓘̋𐓹𐓟	káaɣe
make it anyway.	𐓪́𐓵𐓘͘𐓻𐓣	óðąži
make it slow.	𐓧𐓶́𐓻𐓣𐓥𐓣𐓵𐓟	lúžihkiðe
make laws (as in Congress)	𐓷𐓘𐓥𐓣́̌𐓧𐓘̄𐓲𐓟 𐓤𐓘̋𐓹𐓟	wahkí̌laace káaɣe
make lie down or be in bed, have another in bed.	𐓵𐓣́𐓻𐓘̄͘	ðížąą
make lighter.	𐓵𐓶̄𐓡𐓟́𐓬𐓟	ðuuhépe
make no more (of).	𐓤𐓘̄𐓤𐓪́𐓩𐓘͘ 𐓤𐓘̋𐓹𐓟	kaakóną káaɣe
make one look or appear a certain ay.	𐓰𐓪́͘𐓬𐓟𐓷𐓘𐓵𐓟	tǫ́pewaðe
make one's best effort.	𐓣́𐓤'𐓶𐓲𐓟	íkˀuce
make one's mark upon something	𐓬𐓘̋𐓧𐓟𐓺𐓟	páaleze
make oneself (to be or do).	𐓥𐓣́𐓵𐓟	hkíðe
make oneself comfortable	𐓥𐓣𐓤'𐓘́𐓺𐓟	hkikˀáze
make oneself full.	𐓷𐓟̋𐓩𐓘͘𐓲𐓟𐓥𐓣𐓵𐓟	wéenącehkiðe
make oneself important.	𐓪́𐓸𐓰𐓘𐓥𐓣𐓵𐓟	óxtahkiðe
make oneself ready, make yourself ready	𐓡𐓘́𐓡𐓘𐓥𐓣𐓟	háhahkie
make oneself right and respectful	𐓪́𐓸𐓰𐓘𐓥𐓣𐓵𐓟	óxtahkiðe
make oneself straight.	𐓪́𐓵𐓪𐓱𐓘͘𐓥𐓣𐓵𐓟	óðohtąhkiðe
make out of.	𐓣́𐓤𐓘̄𐓹𐓟	íkaaɣe
make over.	𐓤𐓣́𐓤𐓘̄𐓹𐓟	kíkaaɣe
make plain or distinct	𐓷𐓘́𐓵𐓘̄𐓮𐓤𐓘	wáðaaska
make round.	𐓵𐓶̄𐓰𐓘̋𐓭𐓘	ðuutáahpa
make sick.	𐓡𐓶́𐓡𐓟𐓤𐓘 𐓤𐓘̋𐓹𐓟	húheka káaɣe
make slower.	𐓧𐓶́𐓻𐓣 𐓤𐓘̋𐓹𐓟	lúži káaɣe
make someone do something	𐓘́𐓤𐓘̄𐓻𐓣, 𐓤𐓘̄𐓻𐓣	ákaaži, kaaži
make someone hurry	𐓷𐓘́𐓡𐓣𐓲𐓟	wáhice
make someone nervous	𐓬𐓘̋𐓧𐓪͘𐓵𐓣͘	páalǫðį
make someone put on an article of clothing.	𐓣͘𐓤š𐓣́𐓵𐓟	įkšíðe
make someone successful	𐓵𐓘̋𐓧𐓣͘ 𐓤š𐓣́𐓵𐓟	ðáalį kšíðe
make special.	𐓪́𐓸𐓰𐓘𐓵𐓟, 𐓪́𐓸𐓰𐓘𐓤𐓣𐓵𐓟	óxtaðe, óxtakiðe
make something bad.	𐓵𐓶𐓭𐓣̋𐓻𐓣	ðuhpíiži
make something go to another person.	𐓵𐓟̄𐓤š𐓣́𐓵𐓟	ðeekšíðe
make things plain (e.g., words or lines on a paper, borders on land).	𐓷𐓘́𐓵𐓶̄𐓮𐓤𐓘	wáðuuska
make trouble ~ for someone	𐓪́𐓷𐓪͘ 𐓤𐓘̋𐓹𐓟	ówǫ káaɣe
make up (apply makeup).	𐓣͘𐓲𐓟́ 𐓤𐓘̋𐓹𐓟	įcé káaɣe
make up one's mind.	𐓷𐓘𐓵𐓣́𐓧𐓘͘ 𐓥𐓣𐓥𐓘̋𐓹𐓟, 𐓷𐓘𐓵𐓣𐓧𐓘͘ 𐓤𐓘̋𐓹𐓟	waðílą hkihkáaɣe, waðilą káaɣe
make using.	𐓷𐓟́𐓤𐓘̄𐓹𐓟	wékaaɣe
makeup.	𐓤𐓣𐓤'𐓪́͘	kikˀǫ́
makeup: apply ~.	𐓣͘𐓲𐓟́ 𐓤𐓘̋𐓹𐓟	įcé káaɣe
male.	𐓰𐓪̄𐓤𐓘́	tooká
male child.	š𐓣́͘𐓰𐓪𐓻𐓣͘	šį́tožį
males: be without ~ (said of a family with all girls).	𐓰𐓪̄𐓤𐓘́ 𐓵𐓣͘𐓤𐓟́	tooká ðįké
male singers at a dance.	𐓸𐓪́𐓥𐓘	xóhka
malicious false gossip.	𐓣́𐓟 𐓪𐓤𐓘̄𐓹𐓠́𐓤𐓟	íe okaaɣéįke
malign.	𐓵𐓘̄𐓻𐓪́𐓻𐓣	ðaažóži
mallard duck.	𐓭𐓘́𐓡𐓣̄𐓱𐓪	hpáhiihto
malodorous.	𐓹𐓪𐓣́͘	ɣoį́
man.	𐓩𐓣́𐓥𐓘, 𐓩𐓣́𐓥𐓘š𐓣𐓟	níhka, níhkašie
man: eldery ~.	𐓲'𐓘́𐓣𐓻𐓣͘	cˀáižį
manacle.	𐓬𐓘̄𐓸𐓲𐓟́	paaxcé
manage.	𐓵𐓶𐓳𐓟́𐓬𐓟	ðuhcépe
manage (e.g., an event).	𐓪𐓵𐓪́𐓵𐓟	oðóðe
mandible.	𐓵𐓟̋𐓬𐓘	ðéepa
mane.	𐓭𐓘𐓸𐓣̨́𐓣͘	hpaxį́į
maneuvers: hold military ~.	𐓘́𐓥𐓣𐓰𐓘 𐓪𐓤'𐓘͘	áhkita okˀą
mangy.	𐓳𐓶́𐓸𐓟	hcúxe
manner: in this ~.	𐓤𐓘̄𐓤𐓪́͘	kaakǫ́
manners: having no ~.	𐓪𐓤'𐓘͘ 𐓭𐓣̋𐓻𐓣	okˀą hpíiži
mantle.	𐓘́𐓤𐓘𐓡𐓘𐓨𐓣͘, 𐓨𐓪͘𐓤𐓘́𐓬𐓪	ákahamį, mǫkápo
many.	𐓡𐓶̄𐓱𐓘́͘𐓤𐓘, 𐓡𐓶̄𐓷𐓘́𐓧𐓣	huuhtą́ka, huuwáli
many: be ~.	𐓪𐓴𐓣́, 𐓪́š𐓟𐓴𐓣𐓵𐓟	ochí, óšechiðe
many people.	𐓡𐓶̄𐓤𐓪́͘𐓵𐓘	huukǫ́ða
many things.	𐓰𐓘̋𐓰𐓘͘ 𐓪𐓴𐓣́	táatą ochí
map.	𐓨𐓘͘𐓻𐓘́͘𐓷𐓘𐓧𐓟𐓺𐓟	mąžą́waleze
March.	𐓡𐓘́͘𐓘͘𐓬𐓘 𐓪𐓥𐓣́𐓮𐓲𐓟, 𐓨𐓣̋͘ 𐓪𐓤'𐓘́͘𐓣𐓤𐓟, 𐓨𐓣̋͘𐓪͘𐓬𐓘 𐓷𐓟𐓵𐓘̋𐓜𐓣͘	hą́ąpa ohkísce, mį́į okˀą́ike, mį́įǫpa weðáabrį
marines.	𐓘́𐓥𐓣𐓰𐓘 𐓪𐓨𐓘́͘𐓵𐓣͘	áhkita omą́ðį
mark: make one's ~ upon something	𐓬𐓘̋𐓧𐓟𐓺𐓟	páaleze
maroon (color).	𐓬𐓘𐓺𐓪́ 𐓟𐓤𐓪́͘	pazó ekǫ́
marriage (term used by friend or family of groom).	𐓨𐓣̋͘𐓧𐓘͘𐓤𐓟	mį́įląke
married: be or get ~ (said of a man).	𐓨𐓣̋͘𐓧𐓘͘𐓤𐓟	mį́įląke
married: be or get ~ (said of a woman).	𐓷𐓘́𐓵𐓶𐓹𐓟, 𐓷𐓟́𐓵𐓶𐓹𐓟	wáðuɣe, wéðuɣe
married woman.	𐓷𐓘𐓤'𐓪́ 𐓷𐓟́𐓵𐓶𐓹𐓟	wakˀó wéðuɣe
marrow.	𐓷𐓘𐓻𐓶́𐓬𐓟	wažúpe
marry (transitive).	𐓻𐓪́𐓧𐓟	žóle
marry: make one's own relative ~, marry of a female relative (e.g., one's daughter).	𐓷𐓘́𐓵𐓶𐓹𐓟𐓤𐓣́𐓵𐓟	wáðuɣekíðe
marry (a man).	𐓘́𐓵𐓶𐓹𐓟	áðuɣe
marry (a woman).	𐓧𐓘́͘𐓤𐓟	lą́ke
marry a woman.	𐓨𐓣̋͘𐓧𐓘͘𐓤𐓟	mį́įląke
marry each other.	𐓥𐓣𐓧𐓘́͘𐓤𐓟	hkilą́ke
marvelous.	𐓪́𐓸𐓰𐓘	óxta
Mary (Mother of Jezus).	𐓷𐓘𐓥𐓪́͘𐓰𐓘 𐓣𐓻𐓣́͘𐓤𐓟 𐓣̄𐓡𐓪́͘	wahkǫ́ta ižį́ke iihǫ́
mash down.	𐓘́𐓬𐓣𐓮𐓘͘	ápisą
Mashunkashey: Russel Koshehe ~ (personal name: Buffalo Chief).	𐓵𐓪́𐓸𐓟 𐓤𐓘𐓡𐓣́𐓤𐓟	ðóxe kahíke
match (for lighting a fire)	𐓵𐓶̄𐓭𐓟̋𐓲𐓟	ðuuhpéece
mate (transitive).	𐓵𐓶́𐓹𐓟	ðúɣe
material.	𐓡𐓘̄𐓮𐓤𐓘́	haaská
mattress.	𐓪𐓨𐓣́𐓻𐓟	omíže
mature.	𐓩𐓪̋͘	nǫ́ǫ
may, might (see potential marker).		
May.	𐓨𐓣̋͘𐓪͘𐓬𐓘 𐓷𐓟𐓮𐓘́𐓱𐓘͘	mį́įǫpa wesáhtą
maybe.	𐓩𐓘͘𐓤𐓘	nąka
me.	𐓷𐓣́𐓟	wíe
me too.	𐓷𐓣š𐓤𐓣́𐓰𐓘͘	wiškítą
meadowlark.	𐓨𐓪̋͘𐓤𐓟 𐓺𐓣́ 𐓱𐓘́͘𐓘͘	mǫ́ǫke zí htą́ą
meal.	𐓪́𐓩𐓪͘𐓜𐓟	ónǫbre
meal: evening ~.	𐓭𐓘́𐓺𐓟 𐓷𐓘𐓩𐓪́͘𐓜𐓟	hpáze wanǫ́bre
meal: noon or evening ~.	𐓷𐓘𐓩𐓪́͘𐓜𐓟	wanǫ́bre
meal: noon or midday ~.	𐓨𐓣̄͘𐓵𐓪́𐓱𐓘 𐓷𐓘𐓩𐓪́͘𐓜𐓟	mįįðóhta wanǫ́bre
meal: take care of a ~ oneself when asked to do so.	𐓪̋𐓥𐓣𐓤𐓘͘	óohkiką
mean (hateful).	𐓣̄𐓮𐓟́𐓷𐓘𐓵𐓟	iiséwaðe
mean (have a certain meaning).	𐓟́𐓤𐓪͘	ékǫ
mean (intend).	𐓷𐓘𐓤š𐓟́	wakšé
meaningless.	𐓪́𐓤𐓘̄𐓹𐓠𐓤𐓟	ókaaɣeįke
means: by ~ of, a means to.	𐓣́-	í-
means to see each other again.	𐓷𐓟̋𐓥𐓣𐓧𐓟	wéehkile
meantime.	𐓣𐓱𐓪́͘𐓣͘ 𐓵𐓟́𐓡𐓘	ihtǫ́į ðéha
meanwhile.	𐓤𐓘𐓰𐓸𐓘́͘	katxą́
measure (verb).	𐓵𐓘̄𐓷𐓘́	ðaawá
measuring stick.	𐓻𐓘́͘𐓘͘ 𐓷𐓟́𐓵𐓘̄𐓷𐓘	žą́ą wéðaawa
meat.	𐓱𐓘̋	htáa
meat: burred or charred ~.	𐓰𐓘̋𐓮𐓘̄𐓤𐓣	táasaaki
meat: fat ~.	𐓷𐓘š𐓣́͘	wašį́
meat candy (pounded meat).	𐓱𐓘̋ š𐓰𐓪́͘𐓤𐓘, 𐓱𐓘̋𐓬š𐓟	htáa štǫ́ka, htáapše
meat gravy (popular Osage dish made of boiled meat).	𐓰𐓘̋𐓧𐓣͘𐓤𐓪	táalįko
meat pie.	𐓱𐓪̋𐓧𐓘͘ (𐓪𐓧d 𐓨𐓟𐓘𐓩𐓣𐓩g), 𐓱𐓪̋𐓻𐓶, 𐓮𐓣́𐓟𐓤𐓪͘	htóolą (old meaning), htóožu, síekǫ
meatball.	𐓱𐓘̋ š𐓰𐓪́͘𐓤𐓘	htáa štǫ́ka
medal, medallion.	𐓨𐓘́͘𐓺𐓟𐓮𐓤𐓘 𐓷𐓘𐓩𐓪́͘𐓬'𐓣͘, 𐓷𐓘𐓩𐓪́͘𐓬'𐓣͘	mą́zeska wanǫ́pˀį, wanǫ́pˀį
medical care: administer ~ to someone	š𐓲𐓟́𐓵𐓟	šcéðe
medicine.	𐓨𐓘͘𐓥𐓘́	mąhká
medicine: liquid ~ (medicine that comes in liquid form only).	𐓨𐓘͘𐓥𐓘́ 𐓪𐓵𐓘̋𐓱𐓘͘ 𐓟̄𐓩𐓘́͘	mąhká oðáahtą eeną́
medicine: one who has ~.	𐓨𐓘͘𐓥𐓘́ 𐓘𐓵𐓣́͘	mąhká aðį́
medicine bundle.	𐓨𐓘͘𐓻𐓘́𐓥𐓶, 𐓷𐓘𐓸𐓪́𐓬𐓟	mąžáhku, waxópe
meditate on.	𐓘́𐓷𐓘𐓵𐓣𐓧𐓘͘	áwaðilą
meet (transitive)	𐓘́𐓥𐓣𐓭𐓘 [JOD, LFD], 𐓘́𐓥𐓣𐓪͘𐓵𐓟, 𐓘́𐓥𐓪̄𐓬š𐓟	áhkihpa [JOD, LFD], áhkiǫðe, áhkoopše
meet and talk things over.	𐓤𐓣̄𐓮𐓰𐓪́	kiistó
meet each over, meet someone	𐓣̋𐓥𐓣𐓥𐓣𐓵𐓟	íihkihkiðe
meeting.	𐓥𐓣𐓧𐓣̋𐓮𐓤𐓣	hkilíiski
meeting: hold a Native American Church or peyote ~.	𐓥𐓣𐓥𐓪́͘𐓺𐓟	hkihkǫ́ze
meeting: peyote or Native American Church ~.	𐓥𐓣𐓥𐓪́͘𐓺𐓟, 𐓨𐓘͘𐓥𐓘́𐓵𐓘̄𐓴𐓟́	hkihkǫ́ze, mąhkáðaaché
meeting held by a group of people.	𐓥𐓣̄𐓮𐓰𐓪́	hkiistó
meeting of a group of people to converse.	𐓪𐓥𐓣́𐓟	ohkíe
mellow (adjective).	𐓲𐓶̋𐓲𐓟, 𐓰𐓘̋𐓮𐓤𐓟	cúuce, táaske
melt.	𐓰𐓘̋𐓮𐓤𐓘͘	táaską
member: be a ~(e.g., of a club).	𐓪𐓵𐓣́𐓺𐓘͘	oðízą
memento: keep as a ~.	𐓤𐓣́𐓴𐓟𐓵𐓟	kícheðe
men.	𐓩𐓣́𐓥𐓘, 𐓩𐓣́𐓥𐓘š𐓣𐓟	níhka, níhkašie
men: young ~.	𐓩𐓪́͘𐓡𐓪́͘𐓻𐓣͘	nǫ́hǫ́žį
menstruate.	𐓷𐓘̄𐓧𐓘́𐓤𐓟	waaláke
"mentally retarded," mentally unstable.	𐓲'𐓟́𐓤𐓘	cˀéka
merciful: be ~ to.	𐓵𐓘𐓤'𐓟́𐓵𐓟	ðakˀéðe
merely.	𐓩𐓘́͘š𐓤𐓣	ną́ški
Merry Christmas.	𐓷𐓘𐓥𐓪́͘𐓰𐓘 𐓣𐓻𐓣́͘𐓤𐓟 𐓡𐓘̋͘𐓬𐓘 𐓣𐓵𐓘̋𐓧𐓣͘	wahkǫ́ta ižį́ke hą́ąpa iðáalį
merry-go-round.	𐓤𐓪́͘𐓤𐓪͘𐓟	kǫ́kǫe
mess (trashy mixture).	𐓰𐓘̋𐓰𐓘͘ 𐓪𐓴𐓣́	táatą ochí
message sent by wire.	𐓨𐓘́͘𐓺𐓟𐓤'𐓘͘𐓮𐓘̄𐓤𐓣	mą́zekˀąsaaki
messed up.	𐓹𐓪̋͘𐓲𐓟	ɣǫ́ǫce
metal of any kind.	𐓨𐓘́͘𐓺𐓟	mą́ze
meteor.	𐓨𐓣𐓥𐓘́𐓤'𐓟 𐓪𐓸𐓬𐓘́𐓵𐓟	mihkákˀe oxpáðe
Mexican or other native Spanish-speaking person.	𐓣́š𐓬𐓘𐓵𐓪͘	íšpaðǫ
midday.	𐓨𐓣̄͘𐓵𐓪́𐓱𐓘	mįįðóhta
midday dinner or meal.	𐓨𐓣̄͘𐓵𐓪́𐓱𐓘 𐓷𐓘𐓩𐓪́͘𐓜𐓟	mįįðóhta wanǫ́bre
middle.	𐓪𐓥𐓘́͘𐓮𐓤𐓘	ohką́ska
middle: be in the ~.	𐓣𐓵𐓪́͘𐓟𐓵𐓣͘𐓡𐓟́	iðǫ́eðįhé
middle: down the ~.	𐓪𐓬𐓸𐓘́	opxá
middle: in the ~.	𐓪𐓥𐓘́͘𐓮𐓤𐓘	ohką́ska
midnight.	𐓡𐓘̋͘ 𐓪𐓥𐓘́𐓮𐓤𐓘, 𐓡𐓘̋͘ 𐓪𐓱𐓘́͘𐓤𐓘	hą́ą ohkáska, hą́ą ohtą́ka
might.	(𐓮𐓟̄ 𐓬𐓪𐓰𐓟𐓩𐓰𐓣𐓘𐓧 𐓨𐓘r𐓤𐓟r)	(see potential marker)
might (noun).	𐓷𐓘̄š𐓤𐓘́͘	waašką́
migrate.	𐓤𐓘𐓧𐓪́͘𐓵𐓟, 𐓷𐓘𐓡𐓶́𐓣͘	kalǫ́ðe, wahúį
mild (a person's ways or the weather).	š𐓰𐓘́𐓤𐓟	štáke
military maneuvers: hold ~.	𐓘́𐓥𐓣𐓰𐓘 𐓪𐓤'𐓘͘	áhkita okˀą
military service: be in ~.	𐓰𐓘̄𐓤𐓟́ 𐓪𐓨𐓘́͘𐓵𐓣͘	taaké omą́ðį
milk.	𐓬𐓘̄𐓺𐓟́𐓩𐓣̄ 𐓬𐓘̄𐓺𐓟́𐓩𐓣̄ 𐓵𐓣̄𐓮𐓲𐓶́𐓟	paazénii paazénii ðiiscúe
milk: sweet ~.	𐓬𐓘̄𐓺𐓟́𐓩𐓣̄ 𐓮𐓤𐓶́𐓵𐓟	paazénii skúðe
mill.	𐓡𐓪́𐓷𐓟	hówe
million.	𐓷𐓘𐓵𐓘̋𐓷𐓘 𐓱𐓘́͘𐓤𐓟	waðáawa htą́ke
mind.	𐓷𐓘𐓵𐓣́𐓧𐓘͘, 𐓷𐓘𐓻𐓣́͘	waðílą, wažį́
mind: have a good ~.	𐓷𐓘𐓵𐓣́𐓧𐓘͘𐓱𐓘̄͘	waðíląhtąą
mind: have in ~.	𐓷𐓘𐓤š𐓟́	wakšé
mind: have on one's ~.	𐓣́𐓵𐓣𐓧𐓘͘	íðilą
mind: have something on one's ~.	𐓰𐓘̋𐓰𐓘͘ 𐓣́𐓵𐓣𐓧𐓘͘	táatą íðilą
mind: I don't have the ~.	𐓘́͘𐓺̨𐓪͘ 𐓵𐓣͘𐓤𐓟́	ą́z̨ǫ ðįké
mind: in one's right ~.	𐓩𐓘̋͘𐓹𐓟𐓮𐓤𐓘	ną́ąɣeska
mind: make up one's ~.	𐓷𐓘𐓵𐓣́𐓧𐓘͘ 𐓥𐓣𐓥𐓘̋𐓹𐓟, 𐓷𐓘𐓵𐓣́𐓧𐓘͘ 𐓤𐓘̋𐓹𐓟	waðílą hkihkáaɣe, waðílą káaɣe
mine (PRON).	𐓷𐓣́𐓱𐓘	wíhta
minister of a religious group.	𐓪𐓺́𐓘́͘𐓤𐓟 𐓪𐓧𐓣̋͘, 𐓷𐓘𐓥𐓪́͘𐓰𐓘𐓤𐓣, 𐓷𐓘𐓤𐓪́͘𐓺𐓟	oźą́ke olį́į, wahkǫ́taki, wakǫ́ze
mink.	𐓡𐓣́͘𐓺𐓣̄͘	hį́zįį
mirror.	𐓩𐓣̄𐓪́𐓥𐓣𐓘𐓲'𐓣͘	niióhkiacˀį
misbehave.	𐓰𐓘𐓟𐓵𐓘̋𐓧𐓣͘𐓻𐓣	taeðáalįži
mischievous.	𐓣̄𐓮𐓲𐓟́𐓷𐓘𐓣	iiscéwai
mischievous: be ~.	𐓵𐓣̄𐓡𐓣́𐓲𐓟, 𐓰𐓘𐓟𐓵𐓘̋𐓧𐓣͘𐓻𐓣	ðiihíce, taeðáalįži
mischievous (said of a person who tends to laugh and make fun of people).	𐓪́š𐓤𐓣𐓤𐓘	óškika
misconstrue.	𐓣́𐓟 𐓵𐓘̄𐓟́𐓻𐓣	íe ðaaéži
mislead.	𐓪𐓸r𐓘́𐓵𐓟 𐓤𐓘̋𐓹𐓟	oxráðe káaɣe
misrepresent oneself.	𐓨𐓘͘𐓹𐓣́𐓵𐓟	mąɣíðe
miss (a target).	𐓤𐓘𐓤š𐓣́͘𐓲𐓟	kakšį́ce
miss (be lonesome for, long for).	𐓣́𐓤𐓣š𐓣𐓤𐓟	íkišike
miss (not get right).	𐓵𐓣𐓤š𐓣́͘𐓲𐓟	ðikšį́ce
miss each other.	𐓣́𐓥𐓣š𐓣𐓤𐓟	íhkišike
miss out on (e.g., a dinner by arriving late).	𐓤𐓘𐓤š𐓣́͘𐓲𐓟	kakšį́ce
miss the mark.	𐓪̄𐓧𐓘́͘𐓘͘𐓻𐓣	oolą́ąži
mission, go on the mission.	𐓷𐓘𐓨𐓘́͘𐓵𐓣͘	wamą́ðį
Mississippi River.	𐓩𐓣̋ 𐓱𐓘́͘𐓤𐓘	níi htą́ka
mist.	𐓣́𐓥𐓣š𐓪𐓲𐓟, 𐓩𐓣̋š𐓪𐓲𐓟, 𐓩𐓣̄𐓻𐓶́ 𐓸𐓪́𐓲𐓟, 𐓩𐓣̄𐓻𐓶́ 𐓸𐓪𐓱𐓘͘	íhkišoce, níišoce, niižú xóce, niižú xohtą
mistake: make a ~.	𐓥𐓣𐓧𐓶́𐓭𐓣̄𐓻𐓣	hkilúhpiiži
mistake: make a (disgraceful) ~ that brings attention to oneself.	𐓣́𐓧𐓣𐓘𐓩𐓘͘	ílianą
mistake (noun) (not a particularly serious mistake).	𐓷𐓘𐓩𐓘́𐓥𐓘𐓣	wanáhkai
mistaken: be ~.	𐓨𐓘͘𐓵𐓣́𐓥𐓣𐓵𐓟	mąðíhkiðe
misting rain.	𐓣́𐓥𐓣š𐓪𐓲𐓟	íhkišoce
mistreat.	𐓵𐓣̄𐓻𐓪́𐓻𐓣	ðiižóži
mistreat (an animal or person).	𐓵𐓣̄𐓡𐓣́𐓲𐓟	ðiihíce
mistreat one another.	𐓥𐓣𐓧𐓣̋𐓻𐓪𐓻𐓣	hkilíižoži
mistreat someone	𐓵𐓣š𐓪́͘𐓻𐓣	ðišǫ́ži
mistrust oneself.	𐓥𐓣́𐓸𐓣𐓵𐓘	hkíxiða
mixed blood: person of ~.	𐓣̄͘š𐓰𐓘́𐓸𐓣͘𐓻𐓣́͘	įįštáxįžį́
mixed in, mixed among.	𐓣́𐓷𐓣𐓡𐓟	íwihe
mixture: thrashy ~ (of items that are out of order).	𐓰𐓘̋𐓰𐓘͘ 𐓪𐓴𐓣́	táatą ochí
moccasins.	𐓡𐓪̄͘𐓬𐓟́	hǫǫpé
moist.	𐓨𐓘̄͘𐓰𐓪̋𐓥𐓘, 𐓰𐓪̄𐓥𐓘́	mąątóohka, toohká
moment: at this ~.	𐓵𐓟𐓤𐓪́͘𐓪͘𐓲𐓟	ðekǫ́ǫce
moment: the ~ for something	𐓟̋𐓰𐓸𐓘͘	éetxą
Monday.	𐓡𐓘́͘𐓘͘𐓬𐓘 𐓭𐓘𐓡𐓘́͘𐓧𐓟	hą́ąpa hpahą́le
money.	𐓨𐓘́͘𐓺𐓟𐓮𐓤𐓘	mą́zeska
money: paper ~.	𐓱𐓘𐓩𐓘́͘𐓤'𐓘 𐓨𐓘́͘𐓺𐓟𐓮𐓤𐓘	htaną́kˀa mą́zeska
money bag.	𐓨𐓘́͘𐓺𐓟𐓮𐓤𐓘𐓪̄𐓻𐓶́	mą́zeskaoožú
monkey.	𐓡𐓟̋𐓪𐓲𐓟	héeoce
month, month's time.	𐓨𐓣̋͘𐓪͘𐓬𐓘	mį́įǫpa
month before last.	𐓨𐓣̋͘𐓪͘𐓬𐓘 𐓤𐓪̄𐓰𐓘́𐓡𐓘	mį́įǫpa kootáha
moo (verb).	𐓡𐓪̋𐓱𐓘͘	hóohtą
moon (noun).	𐓨𐓣̋͘𐓪͘𐓬𐓘	mį́įǫpa
moon: crescent ~	𐓨𐓣̋͘𐓪͘𐓬𐓘 𐓘𐓵𐓣𐓤𐓟𐓻𐓟	mį́įǫpa aðikeže
